"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1255733924262748160","https://twitter.com/dsunderhood/status/1255733924262748160","• Аналитические выводы без экспертных оценок – модели нужна интерпретация
• Зависимость от субъективности, заложенной при разметке
• Зависимость вообще от данных (например, модели машинного перевода, обученные на религиозных текстах, иногда выдают перевод с сакральным оттенком","2020-04-30 05:41 +0000","1783.0","18.0","0.010095344924284913","0.0","0.0","2.0","12.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255733177857069056","https://twitter.com/dsunderhood/status/1255733177857069056","Ограничения NLP:
• Сарказм, ирония
• Фейковые новости -- нельзя детектировать несоответствие фактам реального мира (эта задача эффективнее всего решается с привязкой модели к сайтам перепроверки фактов людьми) https://t.co/iNGDW8kEuC","2020-04-30 05:38 +0000","2261.0","72.0","0.03184431667403804","0.0","1.0","0.0","11.0","0.0","0.0","4.0","0.0","0","0","0","0","0","56","56","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255630286228017154","https://twitter.com/dsunderhood/status/1255630286228017154","Специфические задачи декомпозируются на тривиальные, чаще всего – на классификацию. Но в последнее время наблюдается тренд решать задачи нейросетями с end-to-end архитектурой https://t.co/tJWVkzljPH","2020-04-29 22:49 +0000","1001.0","39.0","0.03896103896103896","1.0","1.0","0.0","2.0","0.0","0.0","8.0","0.0","0","0","0","0","0","27","27","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255629574869790721","https://twitter.com/dsunderhood/status/1255629574869790721","2) Специфические
Построение устойчивых к шуму векторных представлений слов
анализ тональности
Named Entity Recognition
Извлечение фактов
Разрешение неоднозначности
Информационный поиск
Перевод речи в текст
Диалоговые системы
Вопросно-ответные системы
Машинный перевод
Суммаризация https://t.co/CfWk0LCnTN","2020-04-29 22:46 +0000","800.0","18.0","0.0225","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","16","16","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255622449816838145","https://twitter.com/dsunderhood/status/1255622449816838145","В терминах ML эти задачи декомпозируются на:

1) Тривиальные
• Классификация
• Кластеризация
• Оценка семантической близости
• Предсказание следующего слова
• Построение языковой модели https://t.co/zcHOgaJoq1","2020-04-29 22:18 +0000","615.0","34.0","0.055284552845528454","0.0","1.0","2.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","27","27","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255621291215851521","https://twitter.com/dsunderhood/status/1255621291215851521","Бизнес-задачи, где применяется NLP:
• Антиспам
• Поисковые системы
• Чат-боты
• Вопросно-ответные системы
• СППР
• Машинный перевод
• Автодополнение
• Голосовое управление
Всё это разнообразие сводится к математике. Главное правильно понять что является целевой переменной","2020-04-29 22:13 +0000","575.0","6.0","0.010434782608695653","0.0","2.0","1.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255619988850909188","https://twitter.com/dsunderhood/status/1255619988850909188","Natural Language Processing (компьютерная лингвистика) – область на стыке ИИ и лингвистики. https://t.co/dPA2QKyuIA","2020-04-29 22:08 +0000","3527.0","241.0","0.06833002551743692","0.0","2.0","10.0","60.0","1.0","0.0","99.0","0.0","0","0","0","0","0","69","69","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255597380000452611","https://twitter.com/dsunderhood/status/1255597380000452611","Цитата оттуда: https://t.co/190OqqZE0E","2020-04-29 20:38 +0000","2116.0","365.0","0.1724952741020794","0.0","0.0","10.0","7.0","0.0","0.0","5.0","0.0","0","0","0","0","0","343","343","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255596877657059329","https://twitter.com/dsunderhood/status/1255596877657059329","Век карьеры и потребления: больше поглоти, больше заработай, будь лучше других. Почему бы не быть просто счастливым?
Нравится 10-минутная лекция на эту тему:
https://t.co/jp2JjGX43D","2020-04-29 20:36 +0000","2096.0","58.0","0.02767175572519084","0.0","1.0","13.0","6.0","32.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255595927043178504","https://twitter.com/dsunderhood/status/1255595927043178504","Работа - это целая компания, которая не развалится, если ты уделишь пару часов близким. Если развалится, то что-то не так с компанией и образом жизни. А вот близкого, который может исчезнуть в один миг, ты уже не вернешь. Но мы не ценим этого, не видим за амбициями и честолюбием.","2020-04-29 20:32 +0000","3947.0","156.0","0.039523688877628575","2.0","2.0","15.0","42.0","0.0","0.0","95.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
