"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1277988752900661253","https://twitter.com/dsunderhood/status/1277988752900661253","А это он же, после инструмента с очень модной презентацией. Я тут у себя рассказывал, что за дичь тут происходит https://t.co/zjJS5py1E8 https://t.co/RErmRjgcQT","2020-06-30 15:33 +0000","1106.0","132.0","0.11934900542495479","0.0","0.0","2.0","0.0","18.0","0.0","39.0","0.0","0","0","0","0","0","73","73","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277988240067375105","https://twitter.com/dsunderhood/status/1277988240067375105","Потому что из tSNE можно получить что угодно и оно скорее запутает, чем поможет. Например это -- Рикардо Милос после tSNE https://t.co/Vg53z4Hyds","2020-06-30 15:31 +0000","1550.0","146.0","0.09419354838709677","1.0","1.0","2.0","4.0","0.0","0.0","36.0","0.0","0","0","0","0","0","102","102","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277987924156583936","https://twitter.com/dsunderhood/status/1277987924156583936","Как подобрать способ для получения эмбеддингов -- тоже отдельная тема, но я в той корявой диаграме ключевые пункты отразил. А снижать размерность надо через UMAP, или по крайней мере лишь бы не tSNE.","2020-06-30 15:30 +0000","597.0","5.0","0.008375209380234505","0.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277987667200872453","https://twitter.com/dsunderhood/status/1277987667200872453","А вывод такой. Если граф прямо вот гигантский, то отдельные объекты будут только мусорить картинку. Можно сделать эмбеддинги методом, который лучше всего подходит под задачу, а потом снизить размерность, чтобы нарисовать картинку.","2020-06-30 15:29 +0000","413.0","6.0","0.014527845036319613","0.0","1.0","2.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277987431980183558","https://twitter.com/dsunderhood/status/1277987431980183558","Это очень долгая тема, поэтому последняя картинка и вывод. Это node2vec + UMAP. Мне просто визуально нравится, но все эти отдельные куски оправдали себя при дальнейшем анализе. https://t.co/2929LvyiV5","2020-06-30 15:28 +0000","409.0","41.0","0.10024449877750612","0.0","1.0","3.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","36","36","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277986880848527361","https://twitter.com/dsunderhood/status/1277986880848527361","А тут то же самое, то по времени выхода фильма. Старые группируются в отдельный кластер. Таким образом, если бы мы заранее не знали этих свойств, их можно было бы частично восстановить только по связям объектов. https://t.co/jiniOZj5pU","2020-06-30 15:26 +0000","410.0","29.0","0.07073170731707316","0.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","24","24","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277986530309681155","https://twitter.com/dsunderhood/status/1277986530309681155","Вчера я постил ссылку на туториал по графовым эмбеддингам. Там была серия вот таких картинок. Координаты получены только из связей, но если раскрашивать по разным свойствам, то видно, что они группируются. Тут видно, что хорошие фильмы рядом с хорошими. https://t.co/2h69u4IL4o","2020-06-30 15:25 +0000","429.0","46.0","0.10722610722610723","0.0","1.0","3.0","0.0","0.0","0.0","12.0","0.0","0","0","0","0","0","30","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277985457603784705","https://twitter.com/dsunderhood/status/1277985457603784705","Ещё если раскрашивать график по каким-нибудь свойствам, то можно найти какие свойства являются ключевыми в группировке по связям.","2020-06-30 15:20 +0000","445.0","3.0","0.006741573033707865","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277985377467478019","https://twitter.com/dsunderhood/status/1277985377467478019","А увидеть можно многое. Базовый принцип: близкие по свойствам объекты находятся близко друг к другу на картинке. Часто видно сгустки, или большие пустые промежутки.","2020-06-30 15:20 +0000","412.0","3.0","0.007281553398058253","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277984965972590593","https://twitter.com/dsunderhood/status/1277984965972590593","Меня в соседнем треде спрашивали, что вообще на таких картинках можно увидеть. Это правда, что они очень тяжелы для интерпретации, но дело именно в количестве объектов. Если заранее не известно, что именно показать, то придумать что-то более наглядное сложно.","2020-06-30 15:18 +0000","364.0","5.0","0.013736263736263736","0.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
